City,Season,Year,Modis AOD,Insat AOD,BLH,PM2p5
UP_Kanpur,Winter,2021,0.7753333701596906,1.5944939,970.17084,130.03352490421454
UP_Kanpur,Pre-Monsoon,2015,0.4133333529656132,0.33881435,2062.6748,74.7625
UP_Kanpur,Pre-Monsoon,2016,0.552333359567759,0.3881332,2236.3367,137.99173333333334
UP_Kanpur,Pre-Monsoon,2017,0.4390000208513811,0.29371688,2249.4758,105.7414678030303
UP_Kanpur,Pre-Monsoon,2018,0.5180000246036798,1.3823805,2102.358,52.47685185185185
UP_Kanpur,Pre-Monsoon,2019,0.3453333497357865,2.0578606,2392.5913,43.59325396825396
UP_Kanpur,Pre-Monsoon,2020,0.4056666859347994,1.7079939,2204.1553,37.22985347985348
UP_Kanpur,Pre-Monsoon,2021,0.5083333574778711,4.004448,2265.5796,42.494505494505496
UP_Kanpur,Monsoon,2015,0.458250021765707,0.27436632,1503.7872,41.31967213114754
UP_Kanpur,Monsoon,2016,0.5255000249599107,0.27797806,1119.7554,81.60275423728814
UP_Kanpur,Monsoon,2017,0.5755000273347832,0.84433484,1232.6189,58.426028037383176
UP_Kanpur,Monsoon,2018,0.7766667035563538,1.2817848,1252.1177,39.50819672131148
UP_Kanpur,Monsoon,2019,0.7200000341981649,2.7770193,1186.81,28.36039886039886
UP_Kanpur,Monsoon,2020,0.579500027524773,2.279224,1081.5386,28.85169491525424
UP_Kanpur,Monsoon,2021,0.8030000381404534,4.6581197,1204.6162,29.192837465564736
UP_Kanpur,Post-Monsoon,2015,0.7470000354805961,0.2101202,1672.1786,124.71254166666668
UP_Kanpur,Post-Monsoon,2016,0.7755000368342735,0.17763364,1399.5061,134.8081918238994
UP_Kanpur,Post-Monsoon,2017,0.8500000403728336,0.61090374,1396.75,138.59366161616165
UP_Kanpur,Post-Monsoon,2018,0.6800000322982669,0.5700029,1913.7126,102.8966049382716
UP_Kanpur,Post-Monsoon,2019,0.934500044386368,0.8880664,1251.3079,126.41815476190476
UP_Kanpur,Post-Monsoon,2020,0.7845000372617505,0.75539845,1528.0529,90.4071038251366
UP_Kanpur,Post-Monsoon,2021,0.6975000331294723,3.426097,1120.419,76.85277777777777
UP_Lucknow,Winter,2015,0.9393333779492726,0.23234768,931.0865,
UP_Lucknow,Winter,2016,0.8166667054562519,0.2117563,1155.6179,176.57674908424912
UP_Lucknow,Winter,2017,0.8006667046962926,0.19262297,1059.318,161.78427314814817
UP_Lucknow,Winter,2018,0.678000032203272,0.777662,971.79095,181.27204501915708
UP_Lucknow,Winter,2019,0.741666701893943,0.7335112,1050.6624,120.32800925925926
UP_Lucknow,Winter,2020,0.8700000413227826,0.79109615,939.3961,116.36148504273504
UP_Lucknow,Winter,2021,0.7753333701596906,1.7462696,1026.5164,143.9172685185185
UP_Lucknow,Pre-Monsoon,2015,0.4133333529656132,0.28831565,1985.1593,54.01471283783784
UP_Lucknow,Pre-Monsoon,2016,0.552333359567759,0.36277533,2167.8164,98.44363247863248
UP_Lucknow,Pre-Monsoon,2017,0.4390000208513811,0.21846874,2113.5022,96.55966938405798
UP_Lucknow,Pre-Monsoon,2018,0.5180000246036798,1.2146796,2249.1875,105.19000957854404
UP_Lucknow,Pre-Monsoon,2019,0.3453333497357865,1.7424121,2427.359,92.33993659420292
UP_Lucknow,Pre-Monsoon,2020,0.4056666859347994,1.4244229,1902.4594,50.31081521739131
UP_Lucknow,Pre-Monsoon,2021,0.5083333574778711,4.062028,2260.552,67.15711956521739
UP_Lucknow,Monsoon,2015,0.458250021765707,0.28368217,1373.9429,44.26807851239669
UP_Lucknow,Monsoon,2016,0.5255000249599107,0.2543452,1064.7499,47.06473623853211
UP_Lucknow,Monsoon,2017,0.5755000273347832,0.5416137,1228.1223,49.64772951977402
UP_Lucknow,Monsoon,2018,0.7766667035563538,1.5481592,1221.0686,56.3632443019943
UP_Lucknow,Monsoon,2019,0.7200000341981649,2.673314,1185.1083,41.84767759562842
UP_Lucknow,Monsoon,2020,0.579500027524773,2.1176827,984.9706,44.162086776859496
UP_Lucknow,Monsoon,2021,0.8030000381404534,3.4890788,1055.8143,32.39913934426229
UP_Lucknow,Post-Monsoon,2015,0.7470000354805961,0.19693853,1531.8057,147.12285519125683
UP_Lucknow,Post-Monsoon,2016,0.7755000368342735,0.18991818,1348.2582,153.01164583333335
UP_Lucknow,Post-Monsoon,2017,0.8500000403728336,0.6071143,1417.4482,167.7649726775956
UP_Lucknow,Post-Monsoon,2018,0.6800000322982669,0.54873115,1835.0261,115.4229348816029
UP_Lucknow,Post-Monsoon,2019,0.934500044386368,0.81327784,1228.4349,117.72700136612022
UP_Lucknow,Post-Monsoon,2020,0.7845000372617505,0.6740006,1519.3025,107.14769808743168
UP_Lucknow,Post-Monsoon,2021,0.6975000331294723,3.2009811,1137.1241,74.71901183970857
